segment_id,rds_man_no,road_name,road_bt,tier,cctv_coverage,current_status,lat,lon,start_lat,start_lon,end_lat,end_lon,length_m,road_lt_raw,geomFilter
seg_2104,2104,동명로26번길,6.0,CANDIDATE,BLIND,GRAY,35.151411,126.924821,35.151141,126.924754,35.151681,126.924889,61.2,61.0,"BOX(126.924534,35.150961,126.925109,35.151861)"
seg_2105,2105,동명로26번길,3.0,CANDIDATE,BLIND,GRAY,35.151417,126.92466,35.15139,126.924816,35.151444,126.924504,28.9,29.0,"BOX(126.924284,35.151210,126.925036,35.151624)"
seg_2109,2109,동명로26번길,7.0,CANDIDATE,BLIND,GRAY,35.151293,126.925586,35.151038,126.925526,35.151548,126.925645,57.6,58.0,"BOX(126.925306,35.150858,126.925866,35.151728)"
seg_2113,2113,동명로26번길,6.0,CANDIDATE,BLIND,GRAY,35.151033,126.927065,35.150842,126.927016,35.151223,126.927114,43.2,43.0,"BOX(126.926796,35.150662,126.927335,35.151403)"
seg_2114,2114,동명로26번길,2.0,CANDIDATE,BLIND,GRAY,35.150906,126.927154,35.150932,126.927039,35.15088,126.927269,21.7,22.0,"BOX(126.926819,35.150700,126.927490,35.151112)"
seg_2115,2115,동명로26번길,9.477,CANDIDATE,COVERED,YELLOW,35.150826,126.927933,35.1506,126.92804,35.151042,126.927945,54.1,52.0,"BOX(126.927650,35.150420,126.928260,35.151222)"
seg_621,621,동명로67번길,11.0,CANDIDATE,BLIND,GRAY,35.151266,126.927774,35.151067,126.927876,35.151873,126.927355,47.9,431.0,"BOX(126.927134,35.150887,126.928097,35.152053)"
seg_1919,1919,동명로70번길,1.0,FIXED_BLOCK,,RED,35.150776,126.928399,35.150781,126.928298,35.150771,126.9285,18.4,18.0,"BOX(126.928077,35.150591,126.928720,35.150961)"
seg_302,302,동명로70번길,8.31,CANDIDATE,COVERED,YELLOW,35.150104,126.928514,35.150976,126.928212,35.149216,126.928442,202.6,202.0,"BOX(126.927992,35.149036,126.928784,35.151157)"
seg_147,147,동명로82번길,2.0,CANDIDATE,COVERED,YELLOW,35.150345,126.929239,35.15092,126.929506,35.150176,126.928497,141.8,152.0,"BOX(126.928276,35.149996,126.929727,35.151100)"
seg_1933,1933,동명로82번길,1.0,FIXED_BLOCK,,RED,35.150384,126.929388,35.150407,126.929274,35.150362,126.929501,21.2,21.0,"BOX(126.929054,35.150181,126.929721,35.150587)"
seg_1934,1934,동명로82번길,1.0,FIXED_BLOCK,,RED,35.150508,126.929234,35.150502,126.929306,35.150514,126.929162,13.1,13.0,"BOX(126.928942,35.150322,126.929526,35.150694)"
seg_1935,1935,동명로82번길,2.0,CANDIDATE,BLIND,GRAY,35.150378,126.929178,35.150364,126.929255,35.150392,126.929101,14.3,14.0,"BOX(126.928881,35.150184,126.929475,35.150572)"
seg_1936,1936,동명로82번길,1.0,FIXED_BLOCK,,RED,35.150192,126.928974,35.150251,126.928957,35.150133,126.928992,13.5,13.0,"BOX(126.928737,35.149952,126.929212,35.150431)"
seg_1937,1937,동명로82번길,1.0,FIXED_BLOCK,,RED,35.150117,126.928713,35.150206,126.928724,35.15003,126.928698,19.7,57.0,"BOX(126.928477,35.149850,126.928944,35.150386)"
seg_1236,1236,동명로98번길,4.0,CANDIDATE,COVERED,YELLOW,35.149281,126.930045,35.149195,126.93059,35.149165,126.929485,105.7,106.0,"BOX(126.929265,35.148985,126.930811,35.149480)"
seg_1237,1237,동명로98번길,2.0,CANDIDATE,COVERED,YELLOW,35.149229,126.930227,35.149273,126.930445,35.149206,126.930004,40.8,41.0,"BOX(126.929784,35.149026,126.930666,35.149453)"
seg_1255,1255,동명로98번길,1.0,FIXED_BLOCK,,RED,35.149428,126.930821,35.149458,126.930775,35.149402,126.930869,10.6,28.0,"BOX(126.930554,35.149222,126.931089,35.149638)"
seg_195,195,동명로98번길,10.0,CANDIDATE,COVERED,YELLOW,35.149445,126.930766,35.150091,126.930963,35.148829,126.930411,151.7,238.0,"BOX(126.930190,35.148648,126.931183,35.150272)"
seg_1946,1946,백서로,3.0,CANDIDATE,COVERED,YELLOW,35.146686,126.926572,35.146974,126.926205,35.146408,126.926957,93.4,2371.0,"BOX(126.925985,35.146227,126.927177,35.147154)"
seg_1947,1947,백서로,2.0,CANDIDATE,COVERED,YELLOW,35.146465,126.926798,35.146432,126.926759,35.146498,126.926838,10.2,2371.0,"BOX(126.926539,35.146252,126.927058,35.146678)"
seg_2228,2228,백서로,2.0,CANDIDATE,COVERED,YELLOW,35.148851,126.926896,35.148853,126.926741,35.148849,126.92705,28.1,2371.0,"BOX(126.926521,35.148669,126.927271,35.149034)"
seg_71,71,백서로,16.0,FIXED_PASS,,BLUE,35.147944,126.9267,35.146869,126.926134,35.149148,126.926749,267.6,2371.0,"BOX(126.925914,35.146689,126.926970,35.149328)"
seg_146,146,백서로224번길,3.0,CANDIDATE,COVERED,YELLOW,35.147855,126.927291,35.147741,126.926692,35.147882,126.927882,111.9,112.0,"BOX(126.926471,35.147560,126.928102,35.148119)"
seg_1942,1942,백서로224번길,3.0,CANDIDATE,COVERED,YELLOW,35.147406,126.927072,35.147772,126.926858,35.147533,126.927633,105.8,106.0,"BOX(126.926637,35.147205,126.927853,35.147952)"
seg_1943,1943,백서로224번길,3.0,CANDIDATE,COVERED,YELLOW,35.147653,126.92726,35.147838,126.927202,35.147468,126.927319,42.5,42.0,"BOX(126.926981,35.147288,126.927539,35.148018)"
seg_1944,1944,백서로224번길,2.0,CANDIDATE,COVERED,YELLOW,35.147719,126.927577,35.147899,126.927519,35.147538,126.927635,41.4,41.0,"BOX(126.927299,35.147358,126.927855,35.148079)"
seg_139,139,장동로,9.241,CANDIDATE,COVERED,YELLOW,35.147625,126.925985,35.148144,126.924311,35.146943,126.927605,331.2,576.0,"BOX(126.924091,35.146763,126.927826,35.148324)"
seg_1945,1945,장동로,3.0,CANDIDATE,COVERED,YELLOW,35.14698,126.927061,35.147131,126.927161,35.146828,126.926961,38.2,38.0,"BOX(126.926741,35.146648,126.927381,35.147312)"
seg_2067,2067,장동로,8.0,CANDIDATE,COVERED,YELLOW,35.148479,126.924723,35.148127,126.924372,35.148816,126.92478,101.0,176.0,"BOX(126.924151,35.147946,126.925157,35.148996)"
seg_2069,2069,장동로,2.0,CANDIDATE,COVERED,YELLOW,35.148389,126.924597,35.148371,126.924616,35.148407,126.924578,5.3,55.0,"BOX(126.924358,35.148191,126.924836,35.148587)"
seg_2282,2282,장동로,2.0,CANDIDATE,COVERED,YELLOW,35.147291,126.927496,35.147052,126.927349,35.147533,126.927633,59.5,59.0,"BOX(126.927129,35.146871,126.927853,35.147713)"
seg_255,255,장동로43번길,4.0,CANDIDATE,COVERED,YELLOW,35.148268,126.926382,35.147476,126.926339,35.149056,126.92638,176.1,177.0,"BOX(126.926118,35.147295,126.926639,35.149236)"
seg_143,143,장동로54번길,3.0,CANDIDATE,BLIND,GRAY,35.146684,126.92713,35.147048,126.927357,35.146321,126.926901,90.8,222.0,"BOX(126.926680,35.146141,126.927577,35.147229)"
seg_137,137,제봉로110번길,7.0,CANDIDATE,BLIND,GRAY,35.149338,126.924316,35.14931,126.924256,35.149366,126.924377,12.6,255.0,"BOX(126.924036,35.149130,126.924597,35.149546)"
seg_113,113,제봉로138번길,4.0,CANDIDATE,BLIND,GRAY,35.15065,126.922629,35.150632,126.922562,35.150668,126.922695,12.7,157.0,"BOX(126.922342,35.150452,126.922915,35.150849)"
seg_112,112,제봉로140번길,6.0,CANDIDATE,BLIND,GRAY,35.151179,126.922104,35.15115,126.922054,35.151209,126.922153,11.1,151.0,"BOX(126.921834,35.150970,126.922373,35.151389)"
seg_111,111,제봉로158번길,8.0,CANDIDATE,BLIND,GRAY,35.152289,126.920417,35.152258,126.920379,35.15232,126.920455,9.8,148.0,"BOX(126.920158,35.152078,126.920675,35.152501)"
seg_312,312,제봉로82번길,14.0,FIXED_PASS,,BLUE,35.14809,126.924341,35.148054,126.924306,35.148127,126.924375,10.2,348.0,"BOX(126.924086,35.147874,126.924595,35.148307)"
seg_1654,1654,중앙로,2.0,CANDIDATE,BLIND,GRAY,35.153952,126.920431,35.154185,126.920316,35.15373,126.920622,60.1,3727.0,"BOX(126.920095,35.153550,126.920842,35.154365)"
seg_1656,1656,중앙로,5.0,CANDIDATE,BLIND,GRAY,35.15419,126.92023,35.154172,126.920301,35.154208,126.920158,13.6,3727.0,"BOX(126.919938,35.153992,126.920522,35.154388)"
seg_2155,2155,중앙로,3.0,CANDIDATE,BLIND,GRAY,35.155082,126.921568,35.155107,126.921523,35.155057,126.921612,9.9,3727.0,"BOX(126.921302,35.154876,126.921833,35.155287)"
seg_2157,2157,중앙로,2.0,CANDIDATE,BLIND,GRAY,35.154942,126.921059,35.154918,126.920972,35.154944,126.921235,19.2,3727.0,"BOX(126.920749,35.154731,126.921455,35.155161)"
seg_533,533,중앙로,3.0,CANDIDATE,BLIND,GRAY,35.154394,126.920413,35.154371,126.92052,35.154418,126.920306,20.1,3727.0,"BOX(126.920086,35.154191,126.920740,35.154598)"
seg_602,602,중앙로,2.0,CANDIDATE,BLIND,GRAY,35.153631,126.919632,35.153624,126.919641,35.153639,126.919624,2.3,3727.0,"BOX(126.919403,35.153443,126.919862,35.153819)"
seg_74,74,중앙로,25.0,FIXED_PASS,,BLUE,35.153895,126.919971,35.15321,126.919139,35.15467,126.920623,214.5,3727.0,"BOX(126.918918,35.153030,126.920844,35.154850)"
seg_119,119,중앙로246번길,3.0,CANDIDATE,COVERED,YELLOW,35.153217,126.920438,35.153819,126.919879,35.152624,126.921011,168.1,168.0,"BOX(126.919658,35.152444,126.921231,35.153999)"
seg_1651,1651,중앙로246번길,3.0,CANDIDATE,COVERED,YELLOW,35.153168,126.920702,35.153178,126.920472,35.153167,126.920896,56.9,58.0,"BOX(126.920251,35.152896,126.921117,35.153435)"
seg_116,116,중앙로252번길,6.0,CANDIDATE,BLIND,GRAY,35.153593,126.920867,35.15425,126.920387,35.152911,126.921395,179.3,181.0,"BOX(126.920167,35.152731,126.921615,35.154430)"
seg_1652,1652,중앙로252번길,2.0,CANDIDATE,BLIND,GRAY,35.153141,126.921351,35.153076,126.921266,35.153218,126.921338,21.2,21.0,"BOX(126.921045,35.152896,126.921600,35.153398)"
seg_1287,1287,지산로57번길,2.0,CANDIDATE,COVERED,YELLOW,35.149018,126.930582,35.148989,126.930645,35.149048,126.930518,13.3,117.0,"BOX(126.930298,35.148809,126.930866,35.149228)"
seg_198,198,지산로57번길,8.0,CANDIDATE,COVERED,YELLOW,35.149229,126.930694,35.149216,126.930771,35.149241,126.930617,14.3,206.0,"BOX(126.930397,35.149036,126.930991,35.149422)"
seg_200,200,지산로63번길,4.0,CANDIDATE,BLIND,GRAY,35.149599,126.930941,35.149592,126.930995,35.149614,126.930889,9.9,197.0,"BOX(126.930669,35.149412,126.931215,35.149795)"
seg_1192,1192,지호로,1.0,FIXED_BLOCK,,RED,35.14904,126.929472,35.149074,126.929448,35.149005,126.929495,8.7,9.0,"BOX(126.929228,35.148825,126.929715,35.149254)"
seg_179,179,지호로,12.0,FIXED_PASS,,BLUE,35.149043,126.929821,35.14925,126.929193,35.148817,126.93044,123.2,2353.0,"BOX(126.928973,35.148637,126.930661,35.149431)"
seg_1191,1191,필문대로,3.0,CANDIDATE,BLIND,GRAY,35.148752,126.929004,35.148799,126.928869,35.148719,126.929144,26.7,4200.0,"BOX(126.928648,35.148539,126.929364,35.148980)"
seg_1206,1206,필문대로,1.0,FIXED_BLOCK,,RED,35.150245,126.930138,35.150275,126.929909,35.15022,126.930452,42.2,4200.0,"BOX(126.929688,35.150040,126.930672,35.150455)"
seg_1938,1938,필문대로,7.0,CANDIDATE,COVERED,YELLOW,35.149968,126.929078,35.149878,126.929631,35.150057,126.928525,102.5,4200.0,"BOX(126.928305,35.149698,126.929852,35.150238)"
seg_1939,1939,필문대로,2.0,CANDIDATE,COVERED,YELLOW,35.149611,126.928889,35.14953,126.929389,35.150024,126.928731,97.7,4200.0,"BOX(126.928511,35.149350,126.929609,35.150205)"
seg_1940,1940,필문대로,2.0,CANDIDATE,COVERED,YELLOW,35.149625,126.928741,35.149617,126.928879,35.149629,126.928603,25.2,4200.0,"BOX(126.928382,35.149437,126.929100,35.149809)"
seg_355,355,필문대로,36.473,FIXED_PASS,,BLUE,35.148366,126.928561,35.150527,126.930082,35.14615,126.927101,553.7,4200.0,"BOX(126.926881,35.145969,126.930302,35.150707)"
seg_1208,1208,필문대로241번길,1.0,FIXED_BLOCK,,RED,35.150017,126.930503,35.150032,126.930419,35.150019,126.930589,15.7,14.0,"BOX(126.930199,35.149835,126.930809,35.150212)"
seg_1210,1210,필문대로241번길,1.0,FIXED_BLOCK,,RED,35.149777,126.930655,35.149821,126.930187,35.149442,126.93069,85.7,85.0,"BOX(126.929966,35.149262,126.930949,35.150002)"
seg_1212,1212,필문대로241번길,2.0,CANDIDATE,COVERED,YELLOW,35.149465,126.930423,35.149459,126.93009,35.149421,126.930748,60.6,60.0,"BOX(126.929869,35.149240,126.930968,35.149648)"
seg_304,304,필문대로241번길,1.0,FIXED_BLOCK,,RED,35.149705,126.930148,35.149524,126.929384,35.150212,126.930608,187.6,198.0,"BOX(126.929164,35.149254,126.930828,35.150401)"
seg_1167,1167,필문대로253번길,3.0,CANDIDATE,COVERED,YELLOW,35.147986,126.929285,35.148386,126.929371,35.147673,126.929061,90.3,90.0,"BOX(126.928827,35.147492,126.929591,35.148566)"
seg_1168,1168,필문대로253번길,4.0,CANDIDATE,COVERED,YELLOW,35.148061,126.929,35.148435,126.929099,35.147705,126.929047,85.8,86.0,"BOX(126.928716,35.147525,126.929325,35.148615)"
seg_1182,1182,필문대로253번길,2.0,CANDIDATE,COVERED,YELLOW,35.148084,126.930208,35.148063,126.930172,35.148086,126.930253,8.2,59.0,"BOX(126.929951,35.147883,126.930473,35.148266)"
seg_1185,1185,필문대로253번길,3.0,CANDIDATE,COVERED,YELLOW,35.148479,126.930201,35.148079,126.930135,35.14884,126.93038,89.5,90.0,"BOX(126.929915,35.147899,126.930600,35.149020)"
seg_1187,1187,필문대로253번길,6.0,CANDIDATE,COVERED,YELLOW,35.148585,126.929961,35.148207,126.929853,35.14897,126.930022,86.3,86.0,"BOX(126.929633,35.148026,126.930242,35.149150)"
seg_1188,1188,필문대로253번길,3.0,CANDIDATE,COVERED,YELLOW,35.148584,126.929514,35.148386,126.929371,35.148601,126.92979,64.2,64.0,"BOX(126.929151,35.148206,126.930011,35.148781)"
seg_1189,1189,필문대로253번길,2.0,CANDIDATE,COVERED,YELLOW,35.148703,126.929475,35.1486,126.929431,35.14875,126.929609,26.5,27.0,"BOX(126.929210,35.148420,126.929830,35.148930)"
seg_197,197,필문대로253번길,8.0,CANDIDATE,COVERED,YELLOW,35.148365,126.929488,35.148488,126.928644,35.148032,126.930243,156.1,285.0,"BOX(126.928423,35.147852,126.930464,35.148669)"
seg_1154,1154,필문대로263번길,3.0,CANDIDATE,BLIND,GRAY,35.147427,126.928445,35.147715,126.928488,35.147137,126.928433,64.5,60.0,"BOX(126.928213,35.146957,126.928709,35.147895)"
seg_1162,1162,필문대로263번길,7.0,CANDIDATE,BLIND,GRAY,35.147687,126.930009,35.14731,126.929845,35.148063,126.930172,88.7,89.0,"BOX(126.929625,35.147130,126.930392,35.148243)"
seg_1164,1164,필문대로263번길,4.0,CANDIDATE,BLIND,GRAY,35.147694,126.929638,35.147318,126.929462,35.147732,126.930028,90.3,89.0,"BOX(126.929241,35.147137,126.930249,35.147987)"
seg_1166,1166,필문대로263번길,3.0,CANDIDATE,BLIND,GRAY,35.147541,126.929281,35.147443,126.929525,35.147671,126.92906,49.6,50.0,"BOX(126.928839,35.147263,126.929745,35.147852)"
seg_196,196,필문대로263번길,6.0,CANDIDATE,BLIND,GRAY,35.147488,126.929046,35.147832,126.928202,35.147324,126.929914,171.4,358.0,"BOX(126.927982,35.147081,126.930134,35.148012)"
seg_3524,3524,필문대로263번길,8.0,CANDIDATE,BLIND,GRAY,35.14708,126.928681,35.147525,126.928954,35.146635,126.928408,110.6,110.085,"BOX(126.928187,35.146455,126.929174,35.147705)"
seg_1113,1113,필문대로273번길,3.0,CANDIDATE,BLIND,GRAY,35.146558,126.928379,35.146579,126.928402,35.146537,126.928358,6.2,92.0,"BOX(126.928138,35.146356,126.928622,35.146759)"
seg_1148,1148,필문대로273번길,3.0,CANDIDATE,BLIND,GRAY,35.146896,126.928123,35.146761,126.928002,35.146821,126.9283,41.5,41.0,"BOX(126.927782,35.146580,126.928520,35.147082)"
seg_193,193,필문대로273번길,8.0,CANDIDATE,BLIND,GRAY,35.146757,126.92801,35.146941,126.927604,35.146572,126.928417,84.4,339.0,"BOX(126.927384,35.146392,126.928637,35.147121)"
seg_1109,1109,필문대로289번길,2.0,CANDIDATE,BLIND,GRAY,35.145928,126.927459,35.14595,126.927422,35.145906,126.927496,8.3,86.0,"BOX(126.927202,35.145726,126.927717,35.146130)"
seg_1152,1152,필문대로289번길,2.0,CANDIDATE,BLIND,GRAY,35.147,126.929122,35.147032,126.929094,35.146968,126.929151,8.8,48.0,"BOX(126.928873,35.146788,126.929372,35.147212)"
seg_1155,1155,필문대로289번길,2.0,CANDIDATE,BLIND,GRAY,35.147056,126.928815,35.146948,126.928925,35.147174,126.928723,31.3,31.0,"BOX(126.928503,35.146768,126.929145,35.147354)"
seg_1157,1157,필문대로289번길,2.0,CANDIDATE,BLIND,GRAY,35.146926,126.928608,35.146802,126.928679,35.146965,126.928491,30.5,30.0,"BOX(126.928271,35.146622,126.928900,35.147167)"
seg_303,303,필문대로289번길,4.0,CANDIDATE,BLIND,GRAY,35.146705,126.928441,35.145897,126.927359,35.147286,126.929725,268.1,327.0,"BOX(126.927139,35.145717,126.929945,35.147467)"
